acc,accuracy,allowed_responses,average_response_time,avg_rt,background,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_attente,count_blank_screen,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stimuluspresentation,count_welcome,cycles,delay_attente,description,duration,flush,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_attente,time_blank_screen,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stimuluspresentation,time_welcome,timeout,title,width
"63.6363636364","63.6363636364","NA","726","726","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","10","NA","NA","10","0","0","NA","10","0","10","NA","10","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","dere","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","938","938","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","19555","NA","NA","20497","2859","NA","NA","20997","2877","19537","NA","19555","NA","NA","New experiment","1024"
"66.6666666667","66.6666666667","NA","714","714","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","11","NA","NA","11","0","0","NA","11","0","11","NA","11","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","zair","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","577","577","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","21501","NA","NA","22083","2859","NA","NA","22583","2877","21482","NA","21501","NA","NA","New experiment","1024"
"69.2307692308","69.2307692308","NA","709","709","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","12","NA","NA","12","0","0","NA","12","0","12","NA","12","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","pots","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","652","652","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","23076","NA","NA","23736","2859","NA","NA","24236","2877","23056","NA","23076","NA","NA","New experiment","1024"
"71.4285714286","71.4285714286","NA","693","693","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","13","NA","NA","13","0","0","NA","13","0","13","NA","13","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","madame","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","490","490","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","24621","NA","NA","25116","2859","NA","NA","25616","2877","24602","NA","24621","NA","NA","New experiment","1024"
"66.6666666667","66.6666666667","NA","762","762","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","14","NA","NA","14","0","0","NA","14","0","14","NA","14","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","voyous","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","1733","1733","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","26008","NA","NA","27746","2859","NA","NA","28246","2877","25989","NA","26008","NA","NA","New experiment","1024"
"68.75","68.75","NA","754","754","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","15","NA","NA","15","0","0","NA","15","0","15","NA","15","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","patron","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","621","621","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","28641","NA","NA","29266","2859","NA","NA","29766","2877","28621","NA","28641","NA","NA","New experiment","1024"
"70.5882352941","70.5882352941","NA","736","736","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","16","NA","NA","16","0","0","NA","16","0","16","NA","16","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","mari","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","456","456","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","30167","NA","NA","30629","2859","NA","NA","31129","2877","30149","NA","30167","NA","NA","New experiment","1024"
"72.2222222222","72.2222222222","NA","724","724","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","17","NA","NA","17","0","0","NA","17","0","17","NA","17","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","soda","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","519","519","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","31502","NA","NA","32026","2859","NA","NA","32526","2877","31483","NA","31502","NA","NA","New experiment","1024"
"68.4210526316","68.4210526316","NA","791","791","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","18","NA","NA","18","0","0","NA","18","0","18","NA","18","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","sotant","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","None","None","NA","NA","2000","2000","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","32894","NA","NA","34898","2859","NA","NA","35398","2877","32873","NA","32894","NA","NA","New experiment","1024"
"70","70","NA","820","820","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","19","NA","NA","19","0","0","NA","19","0","19","NA","19","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","masade","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1378","1378","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","35808","NA","NA","37190","2859","NA","NA","37690","2877","35787","NA","35808","NA","NA","New experiment","1024"
"71.4285714286","71.4285714286","NA","804","804","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","20","NA","NA","20","0","0","NA","20","0","20","NA","20","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","arme","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","482","482","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","38088","NA","NA","38577","2859","NA","NA","39077","2877","38065","NA","38088","NA","NA","New experiment","1024"
"72.7272727273","72.7272727273","NA","825","825","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","21","NA","NA","21","0","0","NA","21","0","21","NA","21","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","char","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","1264","1264","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","39516","NA","NA","40785","2859","NA","NA","41285","2877","39497","NA","39515","NA","NA","New experiment","1024"
"73.9130434783","73.9130434783","NA","809","809","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","22","NA","NA","22","0","0","NA","22","0","22","NA","22","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","pays","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","457","457","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","41683","NA","NA","42144","2859","NA","NA","42644","2877","41664","NA","41683","NA","NA","New experiment","1024"
"75","75","NA","800","800","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","23","NA","NA","23","0","0","NA","23","0","23","NA","23","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","asonte","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","598","598","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","43024","NA","NA","43627","2859","NA","NA","44127","2877","43004","NA","43024","NA","NA","New experiment","1024"
"76","76","NA","794","794","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","24","NA","NA","24","0","0","NA","24","0","24","NA","24","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","mémeme","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","651","651","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","44510","NA","NA","45166","2859","NA","NA","45666","2877","44490","NA","44509","NA","NA","New experiment","1024"
"76.9230769231","76.9230769231","NA","784","784","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","25","NA","NA","25","0","0","NA","25","0","25","NA","25","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","efsé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","534","534","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","46081","NA","NA","46619","2859","NA","NA","47119","2877","46057","NA","46081","NA","NA","New experiment","1024"
"74.0740740741","74.0740740741","NA","829","829","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","26","NA","NA","26","0","0","NA","26","0","26","NA","26","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","poings","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","None","None","NA","NA","2000","2000","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","47518","NA","NA","49521","2859","NA","NA","50022","2877","47497","NA","47518","NA","NA","New experiment","1024"
"75","75","NA","821","821","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","27","NA","NA","27","0","0","NA","27","0","27","NA","27","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","stre","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","610","610","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","50399","NA","NA","51014","2859","NA","NA","51514","2877","50380","NA","50399","NA","NA","New experiment","1024"
"75.8620689655","75.8620689655","NA","810","810","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","28","NA","NA","28","0","0","NA","28","0","28","NA","28","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","peur","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","479","479","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","51904","NA","NA","52387","2859","NA","NA","52887","2877","51883","NA","51904","NA","NA","New experiment","1024"
"76.6666666667","76.6666666667","NA","798","798","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","29","NA","NA","29","0","0","NA","29","0","29","NA","29","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","papa","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","464","464","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","53334","NA","NA","53802","2859","NA","NA","54302","2877","53288","NA","53334","NA","NA","New experiment","1024"
"77.4193548387","77.4193548387","NA","797","797","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","30","NA","NA","30","0","0","NA","30","0","30","NA","30","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","cesé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","751","751","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","54772","NA","NA","55528","2859","NA","NA","56028","2877","54749","NA","54772","NA","NA","New experiment","1024"
"78.125","78.125","NA","789","789","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","31","NA","NA","31","0","0","NA","31","0","31","NA","31","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","chance","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","549","549","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","56411","NA","NA","56965","2859","NA","NA","57465","2877","56391","NA","56411","NA","NA","New experiment","1024"
"78.7878787879","78.7878787879","NA","787","787","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","32","NA","NA","32","0","0","NA","32","0","32","NA","32","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","épéves","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","742","742","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","57899","NA","NA","58646","2859","NA","NA","59147","2877","57874","NA","57899","NA","NA","New experiment","1024"
"79.4117647059","79.4117647059","NA","781","781","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","33","NA","NA","33","0","0","NA","33","0","33","NA","33","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","sage","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","560","560","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","59610","NA","NA","60174","2859","NA","NA","60674","2877","59588","NA","59610","NA","NA","New experiment","1024"
"80","80","NA","776","776","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","34","NA","NA","34","0","0","NA","34","0","34","NA","34","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","albrée","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","613","613","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","61033","NA","NA","61650","2859","NA","NA","62150","2877","61012","NA","61033","NA","NA","New experiment","1024"
"80.5555555556","80.5555555556","NA","767","767","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","35","NA","NA","35","0","0","NA","35","0","35","NA","35","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","ates","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","459","459","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","62571","NA","NA","63034","2859","NA","NA","63535","2877","62548","NA","62571","NA","NA","New experiment","1024"
"78.3783783784","78.3783783784","NA","773","773","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","36","NA","NA","36","0","0","NA","36","0","36","NA","36","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","tôle","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","978","978","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","63920","NA","NA","64905","2859","NA","NA","65405","2877","63897","NA","63920","NA","NA","New experiment","1024"
"78.9473684211","78.9473684211","NA","767","767","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","37","NA","NA","37","0","0","NA","37","0","37","NA","37","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","mois","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","559","559","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","65820","NA","NA","66384","2859","NA","NA","66884","2877","65802","NA","65820","NA","NA","New experiment","1024"
"79.4871794872","79.4871794872","NA","764","764","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","38","NA","NA","38","0","0","NA","38","0","38","NA","38","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","amen","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","636","636","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","67281","NA","NA","67921","2859","NA","NA","68421","2877","67263","NA","67281","NA","NA","New experiment","1024"
"80","80","NA","757","757","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","39","NA","NA","39","0","0","NA","39","0","39","NA","39","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","brosse","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","476","476","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","68920","NA","NA","69401","2859","NA","NA","69901","2877","68902","NA","68920","NA","NA","New experiment","1024"
"80.487804878","80.487804878","NA","749","749","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","40","NA","NA","40","0","0","NA","40","0","40","NA","40","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","bougie","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","468","468","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","70844","NA","NA","71317","2859","NA","NA","71817","2877","70813","NA","70844","NA","NA","New experiment","1024"
"80.9523809524","80.9523809524","NA","743","743","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","41","NA","NA","41","0","0","NA","41","0","41","NA","41","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","armées","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","483","483","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","72173","NA","NA","72662","2859","NA","NA","73162","2877","72153","NA","72173","NA","NA","New experiment","1024"
"81.3953488372","81.3953488372","NA","737","737","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","42","NA","NA","42","0","0","NA","42","0","42","NA","42","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","équipe","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","487","487","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","73553","NA","NA","74044","2859","NA","NA","74544","2877","73532","NA","73552","NA","NA","New experiment","1024"
"81.8181818182","81.8181818182","NA","739","739","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","43","NA","NA","43","0","0","NA","43","0","43","NA","43","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","habé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","826","826","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","74986","NA","NA","75817","2859","NA","NA","76317","2877","74966","NA","74986","NA","NA","New experiment","1024"
"82.2222222222","82.2222222222","NA","736","736","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","44","NA","NA","44","0","0","NA","44","0","44","NA","44","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","fleuge","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","589","589","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","76699","NA","NA","77292","2859","NA","NA","77792","2877","76678","NA","76699","NA","NA","New experiment","1024"
"82.6086956522","82.6086956522","NA","729","729","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","45","NA","NA","45","0","0","NA","45","0","45","NA","45","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","pnop","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","446","446","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","78187","NA","NA","78638","2859","NA","NA","79138","2877","78166","NA","78187","NA","NA","New experiment","1024"
"82.9787234043","82.9787234043","NA","724","724","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","46","NA","NA","46","0","0","NA","46","0","46","NA","46","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","smer","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","469","469","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","79529","NA","NA","80003","2859","NA","NA","80503","2877","79505","NA","79529","NA","NA","New experiment","1024"
"83.3333333333","83.3333333333","NA","723","723","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","47","NA","NA","47","0","0","NA","47","0","47","NA","47","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","tram","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","690","690","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","80913","NA","NA","81610","2859","NA","NA","82111","2877","80872","NA","80913","NA","NA","New experiment","1024"
"81.6326530612","81.6326530612","NA","725","725","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","48","NA","NA","48","0","0","NA","48","0","48","NA","48","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","ring","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","815","815","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","82507","NA","NA","83326","2859","NA","NA","83826","2877","82483","NA","82507","NA","NA","New experiment","1024"
"82","82","NA","722","722","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","49","NA","NA","49","0","0","NA","49","0","49","NA","49","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","renard","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","568","568","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","84216","NA","NA","84788","2859","NA","NA","85288","2877","84195","NA","84215","NA","NA","New experiment","1024"
"82.3529411765","82.3529411765","NA","732","732","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","50","NA","NA","50","0","0","NA","50","0","50","NA","50","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","vens","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1225","1225","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","85666","NA","NA","86899","2859","NA","NA","87399","2877","85642","NA","85665","NA","NA","New experiment","1024"
"82.6923076923","82.6923076923","NA","726","726","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","51","NA","NA","51","0","0","NA","51","0","51","NA","51","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","avenue","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","442","442","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","87805","NA","NA","88252","2859","NA","NA","88752","2877","87778","NA","87805","NA","NA","New experiment","1024"
"83.0188679245","83.0188679245","NA","722","722","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","52","NA","NA","52","0","0","NA","52","0","52","NA","52","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","qien","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","482","482","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","89167","NA","NA","89654","2859","NA","NA","90154","2877","89143","NA","89167","NA","NA","New experiment","1024"
"83.3333333333","83.3333333333","NA","717","717","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","53","NA","NA","53","0","0","NA","53","0","53","NA","53","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","chef","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","461","461","NA","NA","NA","NA","legacy","experiment","None","17","odd","legacy","90633","NA","NA","91100","2859","NA","NA","91600","2877","90578","NA","90633","NA","NA","New experiment","1024"
