acc,accuracy,allowed_responses,average_response_time,avg_rt,background,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_attente,count_blank_screen,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stimuluspresentation,count_welcome,cycles,delay_attente,description,duration,flush,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_attente,time_blank_screen,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stimuluspresentation,time_welcome,timeout,title,width
"100","100","NA","725","725","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","10","NA","NA","10","0","0","NA","10","0","10","NA","10","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","pren","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1179","1179","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","12854","NA","NA","14035","398","NA","NA","14535","398","12851","NA","12854","NA","NA","New experiment","1024"
"100","100","NA","715","715","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","11","NA","NA","11","0","0","NA","11","0","11","NA","11","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","voix","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","613","613","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","14591","NA","NA","15208","398","NA","NA","15708","398","14589","NA","14591","NA","NA","New experiment","1024"
"100","100","NA","701","701","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","12","NA","NA","12","0","0","NA","12","0","12","NA","12","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","vaid","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","531","531","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","15762","NA","NA","16294","398","NA","NA","16794","398","15759","NA","15762","NA","NA","New experiment","1024"
"100","100","NA","699","699","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","13","NA","NA","13","0","0","NA","13","0","13","NA","13","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","aplard","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","671","671","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","16849","NA","NA","17522","398","NA","NA","18022","398","16847","NA","16849","NA","NA","New experiment","1024"
"100","100","NA","688","688","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","14","NA","NA","14","0","0","NA","14","0","14","NA","14","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","main","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","542","542","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","18075","NA","NA","18619","398","NA","NA","19119","398","18073","NA","18075","NA","NA","New experiment","1024"
"100","100","NA","683","683","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","15","NA","NA","15","0","0","NA","15","0","15","NA","15","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","tomate","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","602","602","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","19175","NA","NA","19779","398","NA","NA","20279","398","19173","NA","19175","NA","NA","New experiment","1024"
"100","100","NA","680","680","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","16","NA","NA","16","0","0","NA","16","0","16","NA","16","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","îles","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","640","640","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","20336","NA","NA","20979","398","NA","NA","21479","398","20334","NA","20336","NA","NA","New experiment","1024"
"100","100","NA","678","678","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","17","NA","NA","17","0","0","NA","17","0","17","NA","17","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","maîdra","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","641","641","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","21533","NA","NA","22176","398","NA","NA","22676","398","21530","NA","21533","NA","NA","New experiment","1024"
"100","100","NA","677","677","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","18","NA","NA","18","0","0","NA","18","0","18","NA","18","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","caviar","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","658","658","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","22732","NA","NA","23393","398","NA","NA","23893","398","22730","NA","22732","NA","NA","New experiment","1024"
"100","100","NA","673","673","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","19","NA","NA","19","0","0","NA","19","0","19","NA","19","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","revoir","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","595","595","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","23945","NA","NA","24542","398","NA","NA","25042","398","23943","NA","23945","NA","NA","New experiment","1024"
"100","100","NA","669","669","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","20","NA","NA","20","0","0","NA","20","0","20","NA","20","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","labuts","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","595","595","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","25097","NA","NA","25694","398","NA","NA","26194","398","25094","NA","25097","NA","NA","New experiment","1024"
"100","100","NA","670","670","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","21","NA","NA","21","0","0","NA","21","0","21","NA","21","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","clai","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","679","679","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","26249","NA","NA","26930","398","NA","NA","27430","398","26246","NA","26249","NA","NA","New experiment","1024"
"100","100","NA","676","676","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","22","NA","NA","22","0","0","NA","22","0","22","NA","22","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","oition","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","823","823","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","27485","NA","NA","28310","398","NA","NA","28810","398","27482","NA","27485","NA","NA","New experiment","1024"
"100","100","NA","668","668","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","23","NA","NA","23","0","0","NA","23","0","23","NA","23","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","ciel","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","473","473","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","28863","NA","NA","29338","398","NA","NA","29838","398","28861","NA","28863","NA","NA","New experiment","1024"
"100","100","NA","665","665","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","24","NA","NA","24","0","0","NA","24","0","24","NA","24","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","mari","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","590","590","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","29894","NA","NA","30487","398","NA","NA","30987","398","29892","NA","29894","NA","NA","New experiment","1024"
"100","100","NA","664","664","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","25","NA","NA","25","0","0","NA","25","0","25","NA","25","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","seme","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","645","645","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","31042","NA","NA","31689","398","NA","NA","32189","398","31040","NA","31042","NA","NA","New experiment","1024"
"100","100","NA","656","656","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","26","NA","NA","26","0","0","NA","26","0","26","NA","26","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","moment","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","446","446","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","32244","NA","NA","32692","398","NA","NA","33192","398","32242","NA","32244","NA","NA","New experiment","1024"
"100","100","NA","653","653","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","27","NA","NA","27","0","0","NA","27","0","27","NA","27","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","fapure","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","580","580","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","33247","NA","NA","33829","398","NA","NA","34329","398","33244","NA","33246","NA","NA","New experiment","1024"
"100","100","NA","649","649","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","28","NA","NA","28","0","0","NA","28","0","28","NA","28","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","hommes","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","523","523","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","34383","NA","NA","34909","398","NA","NA","35409","398","34381","NA","34383","NA","NA","New experiment","1024"
"96.6666666667","96.6666666667","NA","644","644","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","29","NA","NA","29","0","0","NA","29","0","29","NA","29","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","partie","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","515","515","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","35463","NA","NA","35981","398","NA","NA","36481","398","35461","NA","35463","NA","NA","New experiment","1024"
"96.7741935484","96.7741935484","NA","641","641","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","30","NA","NA","30","0","0","NA","30","0","30","NA","30","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","état","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","556","556","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","36537","NA","NA","37096","398","NA","NA","37596","398","36535","NA","36537","NA","NA","New experiment","1024"
"96.875","96.875","NA","637","637","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","31","NA","NA","31","0","0","NA","31","0","31","NA","31","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","éferlu","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","513","513","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","37651","NA","NA","38166","398","NA","NA","38666","398","37649","NA","37651","NA","NA","New experiment","1024"
"96.9696969697","96.9696969697","NA","635","635","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","32","NA","NA","32","0","0","NA","32","0","32","NA","32","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","seau","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","579","579","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","38724","NA","NA","39305","398","NA","NA","39805","398","38721","NA","38723","NA","NA","New experiment","1024"
"97.0588235294","97.0588235294","NA","640","640","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","33","NA","NA","33","0","0","NA","33","0","33","NA","33","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","insmes","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","804","804","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","39869","NA","NA","40675","398","NA","NA","41175","398","39867","NA","39869","NA","NA","New experiment","1024"
"97.1428571429","97.1428571429","NA","642","642","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","34","NA","NA","34","0","0","NA","34","0","34","NA","34","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","êces","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","695","695","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","41235","NA","NA","41932","398","NA","NA","42432","398","41233","NA","41235","NA","NA","New experiment","1024"
"97.2222222222","97.2222222222","NA","639","639","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","35","NA","NA","35","0","0","NA","35","0","35","NA","35","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","faucon","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","526","526","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","42490","NA","NA","43019","398","NA","NA","43519","398","42488","NA","42490","NA","NA","New experiment","1024"
"97.2972972973","97.2972972973","NA","635","635","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","36","NA","NA","36","0","0","NA","36","0","36","NA","36","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","putain","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","497","497","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","43575","NA","NA","44074","398","NA","NA","44575","398","43573","NA","43575","NA","NA","New experiment","1024"
"97.3684210526","97.3684210526","NA","639","639","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","37","NA","NA","37","0","0","NA","37","0","37","NA","37","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","cant","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","781","781","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","44634","NA","NA","45418","398","NA","NA","45918","398","44632","NA","44634","NA","NA","New experiment","1024"
"97.4358974359","97.4358974359","NA","637","637","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","38","NA","NA","38","0","0","NA","38","0","38","NA","38","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","brosse","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","562","562","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","46019","NA","NA","46583","398","NA","NA","47083","398","46017","NA","46019","NA","NA","New experiment","1024"
"97.5","97.5","NA","635","635","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","39","NA","NA","39","0","0","NA","39","0","39","NA","39","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","taudis","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","553","553","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","47137","NA","NA","47693","398","NA","NA","48193","398","47135","NA","47137","NA","NA","New experiment","1024"
"97.5609756098","97.5609756098","NA","631","631","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","40","NA","NA","40","0","0","NA","40","0","40","NA","40","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","vérité","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","490","490","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","48248","NA","NA","48740","398","NA","NA","49240","398","48245","NA","48248","NA","NA","New experiment","1024"
"97.619047619","97.619047619","NA","630","630","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","41","NA","NA","41","0","0","NA","41","0","41","NA","41","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","chluis","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","575","575","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","49300","NA","NA","49878","398","NA","NA","50378","398","49297","NA","49300","NA","NA","New experiment","1024"
"97.6744186047","97.6744186047","NA","630","630","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","42","NA","NA","42","0","0","NA","42","0","42","NA","42","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","frorse","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","628","628","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","50435","NA","NA","51065","398","NA","NA","51565","398","50433","NA","50435","NA","NA","New experiment","1024"
"97.7272727273","97.7272727273","NA","626","626","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","43","NA","NA","43","0","0","NA","43","0","43","NA","43","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","raté","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","451","451","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","51619","NA","NA","52072","398","NA","NA","52572","398","51616","NA","51619","NA","NA","New experiment","1024"
"97.7777777778","97.7777777778","NA","624","624","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","44","NA","NA","44","0","0","NA","44","0","44","NA","44","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","stis","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","553","553","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","52627","NA","NA","53182","398","NA","NA","53682","398","52625","NA","52627","NA","NA","New experiment","1024"
"97.8260869565","97.8260869565","NA","621","621","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","45","NA","NA","45","0","0","NA","45","0","45","NA","45","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","lacs","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","469","469","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","53738","NA","NA","54209","398","NA","NA","54709","398","53736","NA","53738","NA","NA","New experiment","1024"
"97.8723404255","97.8723404255","NA","620","620","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","46","NA","NA","46","0","0","NA","46","0","46","NA","46","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","dasion","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","571","571","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","54767","NA","NA","55341","398","NA","NA","55841","398","54765","NA","54767","NA","NA","New experiment","1024"
"97.9166666667","97.9166666667","NA","616","616","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","47","NA","NA","47","0","0","NA","47","0","47","NA","47","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","marbre","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","466","466","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","55898","NA","NA","56366","398","NA","NA","56866","398","55896","NA","55898","NA","NA","New experiment","1024"
"97.9591836735","97.9591836735","NA","614","614","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","48","NA","NA","48","0","0","NA","48","0","48","NA","48","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","aclute","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","522","522","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","56919","NA","NA","57442","398","NA","NA","57943","398","56917","NA","56919","NA","NA","New experiment","1024"
"98","98","NA","613","613","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","49","NA","NA","49","0","0","NA","49","0","49","NA","49","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","partis","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","528","528","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","57999","NA","NA","58529","398","NA","NA","59029","398","57996","NA","57999","NA","NA","New experiment","1024"
"98.0392156863","98.0392156863","NA","611","611","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","50","NA","NA","50","0","0","NA","50","0","50","NA","50","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","vens","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","521","521","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","59083","NA","NA","59607","398","NA","NA","60107","398","59081","NA","59083","NA","NA","New experiment","1024"
"98.0769230769","98.0769230769","NA","608","608","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","51","NA","NA","51","0","0","NA","51","0","51","NA","51","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","asré","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","452","452","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","60161","NA","NA","60615","398","NA","NA","61115","398","60159","NA","60161","NA","NA","New experiment","1024"
"98.1132075472","98.1132075472","NA","606","606","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","52","NA","NA","52","0","0","NA","52","0","52","NA","52","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","noce","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","493","493","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","61168","NA","NA","61664","398","NA","NA","62164","398","61166","NA","61168","NA","NA","New experiment","1024"
"98.1481481481","98.1481481481","NA","604","604","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","53","NA","NA","53","0","0","NA","53","0","53","NA","53","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","sang","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","521","521","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","62229","NA","NA","62752","398","NA","NA","63252","398","62226","NA","62229","NA","NA","New experiment","1024"
"98.1818181818","98.1818181818","NA","602","602","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","54","NA","NA","54","0","0","NA","54","0","54","NA","54","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","martié","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","486","486","NA","NA","NA","NA","legacy","experiment","None","20","even","legacy","63310","NA","NA","63799","398","NA","NA","64299","398","63306","NA","63309","NA","NA","New experiment","1024"
