acc,accuracy,allowed_responses,average_response_time,avg_rt,background,bidi,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_blank_screen,count_delay,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stim_pres,count_welcome,cycles,delay_delay,description,duration,flush,font_bold,font_family,font_italic,font_size,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_sketchpad,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_sketchpad,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_blank_screen,time_delay,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stim_pres,time_welcome,timeout,title,width
"100","100","NA","674","674","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","0","NA","0","NA","0","0","NA","0","0","0","NA","0","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","tôle","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","674","674","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","2705","NA","3381","NA","2317","NA","NA","4381","2318","2702","NA","2705","NA","NA","Experience_test","1024"
"100","100","NA","624","624","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","1","NA","1","NA","0","0","NA","1","0","1","NA","1","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","mèra","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","575","575","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","4791","NA","5368","NA","2317","NA","NA","6368","2318","4788","NA","4791","NA","NA","Experience_test","1024"
"100","100","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","2","NA","2","NA","0","0","NA","2","0","2","NA","2","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","grue","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","486","486","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","6771","NA","7260","NA","2317","NA","NA","8260","2318","6769","NA","6771","NA","NA","Experience_test","1024"
"100","100","NA","565","565","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","3","NA","3","NA","0","0","NA","3","0","3","NA","3","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","rous","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","525","525","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","8668","NA","9195","NA","2317","NA","NA","10196","2318","8666","NA","8668","NA","NA","Experience_test","1024"
"100","100","NA","541","541","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","4","NA","4","NA","0","0","NA","4","0","4","NA","4","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","filles","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","447","447","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","10604","NA","11054","NA","2317","NA","NA","12054","2318","10602","NA","10604","NA","NA","Experience_test","1024"
"100","100","NA","533","533","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","5","NA","5","NA","0","0","NA","5","0","5","NA","5","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","vera","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","495","495","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","12458","NA","12956","NA","2317","NA","NA","13956","2318","12456","NA","12458","NA","NA","Experience_test","1024"
"100","100","NA","538","538","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","6","NA","6","NA","0","0","NA","6","0","6","NA","6","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","chluis","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","567","567","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","14345","NA","14914","NA","2317","NA","NA","15914","2318","14341","NA","14345","NA","NA","Experience_test","1024"
"100","100","NA","530","530","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","7","NA","7","NA","0","0","NA","7","0","7","NA","7","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","sapove","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","478","478","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","16311","NA","16792","NA","2317","NA","NA","17792","2318","16309","NA","16311","NA","NA","Experience_test","1024"
"100","100","NA","532","532","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","8","NA","8","NA","0","0","NA","8","0","8","NA","8","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","éniger","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","543","543","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","18180","NA","18726","NA","2317","NA","NA","19726","2318","18178","NA","18179","NA","NA","Experience_test","1024"
"100","100","NA","539","539","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","9","NA","9","NA","0","0","NA","9","0","9","NA","9","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","sida","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","600","600","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","20110","NA","20712","NA","2317","NA","NA","21712","2318","20108","NA","20110","NA","NA","Experience_test","1024"
"90.9090909091","90.9090909091","NA","561","561","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","10","NA","10","NA","0","0","NA","10","0","10","NA","10","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","sons","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","NA","789","789","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","22078","NA","22869","NA","2317","NA","NA","23869","2318","22076","NA","22078","NA","NA","Experience_test","1024"
"91.6666666667","91.6666666667","NA","564","564","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","11","NA","11","NA","0","0","NA","11","0","11","NA","11","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","thorax","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","600","600","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","24245","NA","24848","NA","2317","NA","NA","25848","2318","24243","NA","24245","NA","NA","Experience_test","1024"
"92.3076923077","92.3076923077","NA","560","560","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","12","NA","12","NA","0","0","NA","12","0","12","NA","12","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","atem","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","502","502","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","26232","NA","26736","NA","2317","NA","NA","27736","2318","26230","NA","26232","NA","NA","Experience_test","1024"
"92.8571428571","92.8571428571","NA","567","567","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","13","NA","13","NA","0","0","NA","13","0","13","NA","13","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","simple","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","665","665","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","28127","NA","28795","NA","2317","NA","NA","29795","2318","28125","NA","28127","NA","NA","Experience_test","1024"
"93.3333333333","93.3333333333","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","14","NA","14","NA","0","0","NA","14","0","14","NA","14","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","ring","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","509","509","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","30180","NA","30692","NA","2317","NA","NA","31692","2318","30178","NA","30180","NA","NA","Experience_test","1024"
"93.75","93.75","NA","572","572","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","15","NA","15","NA","0","0","NA","15","0","15","NA","15","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","fapure","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","712","712","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","32035","NA","32750","NA","2317","NA","NA","33750","2318","32033","NA","32035","NA","NA","Experience_test","1024"
"94.1176470588","94.1176470588","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","16","NA","16","NA","0","0","NA","16","0","16","NA","16","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","dasion","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","711","711","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","34156","NA","34869","NA","2317","NA","NA","35869","2318","34154","NA","34156","NA","NA","Experience_test","1024"
"94.4444444444","94.4444444444","NA","575","575","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","17","NA","17","NA","0","0","NA","17","0","17","NA","17","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","mort","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","484","484","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","36271","NA","36757","NA","2317","NA","NA","37757","2318","36269","NA","36271","NA","NA","Experience_test","1024"
"94.7368421053","94.7368421053","NA","575","575","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","18","NA","18","NA","0","0","NA","18","0","18","NA","18","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","mers","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","579","579","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","38171","NA","38753","NA","2317","NA","NA","39753","2318","38169","NA","38171","NA","NA","Experience_test","1024"
"95","95","NA","572","572","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","19","NA","19","NA","0","0","NA","19","0","19","NA","19","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","coup","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","514","514","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","40159","NA","40676","NA","2317","NA","NA","41676","2318","40157","NA","40159","NA","NA","Experience_test","1024"
"95.2380952381","95.2380952381","NA","570","570","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","20","NA","20","NA","0","0","NA","20","0","20","NA","20","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","mont","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","520","520","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","42080","NA","42603","NA","2317","NA","NA","43603","2318","42077","NA","42079","NA","NA","Experience_test","1024"
"95.4545454545","95.4545454545","NA","565","565","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","21","NA","21","NA","0","0","NA","21","0","21","NA","21","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","fils","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","473","473","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","43993","NA","44469","NA","2317","NA","NA","45469","2318","43991","NA","43993","NA","NA","Experience_test","1024"
"91.3043478261","91.3043478261","NA","564","564","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","22","NA","22","NA","0","0","NA","22","0","22","NA","22","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","albrée","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","NA","541","541","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","45869","NA","46413","NA","2317","NA","NA","47413","2318","45867","NA","45869","NA","NA","Experience_test","1024"
"91.6666666667","91.6666666667","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","23","NA","23","NA","0","0","NA","23","0","23","NA","23","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","oinfre","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","524","524","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","47814","NA","48342","NA","2317","NA","NA","49342","2318","47812","NA","47814","NA","NA","Experience_test","1024"
"88","88","NA","558","558","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","24","NA","24","NA","0","0","NA","24","0","24","NA","24","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","peaume","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","NA","461","461","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","49762","NA","50226","NA","2317","NA","NA","51226","2318","49759","NA","49761","NA","NA","Experience_test","1024"
"88.4615384615","88.4615384615","NA","555","555","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","25","NA","25","NA","0","0","NA","25","0","25","NA","25","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","peigne","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","476","476","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","51634","NA","52113","NA","2317","NA","NA","53113","2318","51632","NA","51634","NA","NA","Experience_test","1024"
"88.8888888889","88.8888888889","NA","553","553","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","26","NA","26","NA","0","0","NA","26","0","26","NA","26","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","retour","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","491","491","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","53516","NA","54010","NA","2317","NA","NA","55010","2318","53512","NA","53516","NA","NA","Experience_test","1024"
"89.2857142857","89.2857142857","NA","551","551","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","27","NA","27","NA","0","0","NA","27","0","27","NA","27","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","truc","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","506","506","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","55430","NA","55939","NA","2317","NA","NA","56939","2318","55428","NA","55430","NA","NA","Experience_test","1024"
"89.6551724138","89.6551724138","NA","550","550","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","28","NA","28","NA","0","0","NA","28","0","28","NA","28","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","éferlu","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","513","513","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","57341","NA","57857","NA","2317","NA","NA","58857","2318","57339","NA","57341","NA","NA","Experience_test","1024"
"90","90","NA","547","547","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","29","NA","29","NA","0","0","NA","29","0","29","NA","29","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","fric","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","463","463","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","59256","NA","59722","NA","2317","NA","NA","60722","2318","59254","NA","59256","NA","NA","Experience_test","1024"
"90.3225806452","90.3225806452","NA","546","546","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","30","NA","30","NA","0","0","NA","30","0","30","NA","30","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","êces","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","517","517","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","61133","NA","61653","NA","2317","NA","NA","62653","2318","61131","NA","61133","NA","NA","Experience_test","1024"
"90.625","90.625","NA","543","543","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","31","NA","31","NA","0","0","NA","31","0","31","NA","31","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","papa","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","442","442","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","63037","NA","63482","NA","2317","NA","NA","64482","2318","63035","NA","63037","NA","NA","Experience_test","1024"
"90.9090909091","90.9090909091","NA","545","545","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","32","NA","32","NA","0","0","NA","32","0","32","NA","32","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","hant","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","617","617","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","64868","NA","65487","NA","2317","NA","NA","66487","2318","64866","NA","64868","NA","NA","Experience_test","1024"
"91.1764705882","91.1764705882","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","33","NA","33","NA","0","0","NA","33","0","33","NA","33","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","compte","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","508","508","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","66888","NA","67399","NA","2317","NA","NA","68399","2318","66885","NA","66887","NA","NA","Experience_test","1024"
"91.4285714286","91.4285714286","NA","540","540","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","34","NA","34","NA","0","0","NA","34","0","34","NA","34","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","hommes","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","418","418","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","68768","NA","69189","NA","2317","NA","NA","70189","2318","68766","NA","68768","NA","NA","Experience_test","1024"
"91.6666666667","91.6666666667","NA","535","535","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","35","NA","35","NA","0","0","NA","35","0","35","NA","35","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","sage","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","364","364","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","70558","NA","70925","NA","2317","NA","NA","71925","2318","70556","NA","70558","NA","NA","Experience_test","1024"
"91.8918918919","91.8918918919","NA","531","531","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","36","NA","36","NA","0","0","NA","36","0","36","NA","36","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","équipe","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","378","378","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","72290","NA","72670","NA","2317","NA","NA","73670","2318","72288","NA","72290","NA","NA","Experience_test","1024"
"89.4736842105","89.4736842105","NA","527","527","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","37","NA","37","NA","0","0","NA","37","0","37","NA","37","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","mémeme","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","NA","375","375","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","74018","NA","74396","NA","2317","NA","NA","75396","2318","74016","NA","74018","NA","NA","Experience_test","1024"
"87.1794871795","87.1794871795","NA","526","526","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","38","NA","38","NA","0","0","NA","38","0","38","NA","38","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","habé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","NA","490","490","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","75771","NA","76263","NA","2317","NA","NA","77263","2318","75769","NA","75771","NA","NA","Experience_test","1024"
"87.5","87.5","NA","527","527","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","39","NA","39","NA","0","0","NA","39","0","39","NA","39","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","heures","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","563","563","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","77672","NA","78238","NA","2317","NA","NA","79238","2318","77669","NA","77671","NA","NA","Experience_test","1024"
"87.8048780488","87.8048780488","NA","527","527","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","40","NA","40","NA","0","0","NA","40","0","40","NA","40","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","abfois","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","535","535","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","79617","NA","80154","NA","2317","NA","NA","81154","2318","79616","NA","79617","NA","NA","Experience_test","1024"
"88.0952380952","88.0952380952","NA","527","527","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","41","NA","41","NA","0","0","NA","41","0","41","NA","41","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","lylors","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","541","541","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","81529","NA","82072","NA","2317","NA","NA","83072","2318","81528","NA","81529","NA","NA","Experience_test","1024"
"88.3720930233","88.3720930233","NA","528","528","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","42","NA","42","NA","0","0","NA","42","0","42","NA","42","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","état","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","568","568","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","83436","NA","84006","NA","2317","NA","NA","85006","2318","83434","NA","83436","NA","NA","Experience_test","1024"
"88.6363636364","88.6363636364","NA","528","528","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","43","NA","43","NA","0","0","NA","43","0","43","NA","43","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","cant","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","536","536","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","85377","NA","85916","NA","2317","NA","NA","86916","2318","85375","NA","85377","NA","NA","Experience_test","1024"
"88.8888888889","88.8888888889","NA","527","527","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","44","NA","44","NA","0","0","NA","44","0","44","NA","44","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","alvant","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","475","475","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","87347","NA","87824","NA","2317","NA","NA","88824","2318","87304","NA","87347","NA","NA","Experience_test","1024"
"89.1304347826","89.1304347826","NA","525","525","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","45","NA","45","NA","0","0","NA","45","0","45","NA","45","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","sotant","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","437","437","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","89202","NA","89641","NA","2317","NA","NA","90641","2318","89200","NA","89202","NA","NA","Experience_test","1024"
"89.3617021277","89.3617021277","NA","522","522","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","46","NA","46","NA","0","0","NA","46","0","46","NA","46","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","aclute","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","376","376","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","91049","NA","91427","NA","2317","NA","NA","92427","2318","91046","NA","91049","NA","NA","Experience_test","1024"
"89.5833333333","89.5833333333","NA","521","521","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","47","NA","47","NA","0","0","NA","47","0","47","NA","47","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","fait","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","479","479","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","92896","NA","93378","NA","2317","NA","NA","94378","2318","92894","NA","92896","NA","NA","Experience_test","1024"
"89.7959183673","89.7959183673","NA","521","521","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","48","NA","48","NA","0","0","NA","48","0","48","NA","48","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","girl","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","502","502","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","94799","NA","95304","NA","2317","NA","NA","96304","2318","94797","NA","94799","NA","NA","Experience_test","1024"
"90","90","NA","523","523","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","49","NA","49","NA","0","0","NA","49","0","49","NA","49","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","psus","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","627","627","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","96711","NA","97340","NA","2317","NA","NA","98340","2318","96709","NA","96711","NA","NA","Experience_test","1024"
"90.1960784314","90.1960784314","NA","523","523","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","50","NA","50","NA","0","0","NA","50","0","50","NA","50","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pnel","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","NA","542","542","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","98755","NA","99300","NA","2317","NA","NA","100301","2318","98752","NA","98754","NA","NA","Experience_test","1024"
"90.3846153846","90.3846153846","NA","525","525","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","51","NA","51","NA","0","0","NA","51","0","51","NA","51","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","estime","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","NA","594","594","NA","NA","NA","NA","NA","legacy","experiment","None","11","odd","legacy","100719","NA","101316","NA","2317","NA","NA","102316","2318","100717","NA","100719","NA","NA","Experience_test","1024"
