acc,accuracy,allowed_responses,average_response_time,avg_rt,background,bidi,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_attente,count_blank_screen,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stimuluspresentation,count_welcome,cycles,delay_attente,description,duration,flush,font_bold,font_family,font_italic,font_size,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_attente,time_blank_screen,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stimuluspresentation,time_welcome,timeout,title,width
"92.8571428571","92.8571428571","NA","584","584","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","83","NA","NA","83","0","0","NA","83","0","83","NA","83","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","goom","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","519","519","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","130313","NA","NA","130836","2851","NA","NA","131336","2853","130291","NA","130313","NA","NA","lEXDEC","1024"
"92.9411764706","92.9411764706","NA","583","583","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","84","NA","NA","84","0","0","NA","84","0","84","NA","84","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pnez","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","516","516","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","131785","NA","NA","132305","2851","NA","NA","132805","2853","131763","NA","131784","NA","NA","lEXDEC","1024"
"93.023255814","93.023255814","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","85","NA","NA","85","0","0","NA","85","0","85","NA","85","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","stai","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","464","464","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","133214","NA","NA","133682","2851","NA","NA","134182","2853","133187","NA","133214","NA","NA","lEXDEC","1024"
"93.1034482759","93.1034482759","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","86","NA","NA","86","0","0","NA","86","0","86","NA","86","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","tere","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","550","550","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","134612","NA","NA","135166","2851","NA","NA","135666","2853","134590","NA","134612","NA","NA","lEXDEC","1024"
"93.1818181818","93.1818181818","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","87","NA","NA","87","0","0","NA","87","0","87","NA","87","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","zaim","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","572","572","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","136121","NA","NA","136697","2851","NA","NA","137197","2853","136096","NA","136121","NA","NA","lEXDEC","1024"
"93.2584269663","93.2584269663","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","88","NA","NA","88","0","0","NA","88","0","88","NA","88","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","flêt","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","481","481","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","137658","NA","NA","138143","2851","NA","NA","138643","2853","137638","NA","137658","NA","NA","lEXDEC","1024"
"93.3333333333","93.3333333333","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","89","NA","NA","89","0","0","NA","89","0","89","NA","89","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","hangar","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","524","524","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","139058","NA","NA","139587","2851","NA","NA","140087","2853","139039","NA","139058","NA","NA","lEXDEC","1024"
"93.4065934066","93.4065934066","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","90","NA","NA","90","0","0","NA","90","0","90","NA","90","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","char","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","462","462","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","140508","NA","NA","140975","2851","NA","NA","141475","2853","140491","NA","140508","NA","NA","lEXDEC","1024"
"93.4782608696","93.4782608696","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","91","NA","NA","91","0","0","NA","91","0","91","NA","91","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","chlues","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","568","568","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","141867","NA","NA","142439","2851","NA","NA","142939","2853","141848","NA","141867","NA","NA","lEXDEC","1024"
"93.5483870968","93.5483870968","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","92","NA","NA","92","0","0","NA","92","0","92","NA","92","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","tens","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","526","526","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","143367","NA","NA","143897","2851","NA","NA","144397","2853","143347","NA","143367","NA","NA","lEXDEC","1024"
"93.6170212766","93.6170212766","NA","577","577","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","93","NA","NA","93","0","0","NA","93","0","93","NA","93","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","amce","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","477","477","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","144833","NA","NA","145314","2851","NA","NA","145814","2853","144809","NA","144833","NA","NA","lEXDEC","1024"
"93.6842105263","93.6842105263","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","94","NA","NA","94","0","0","NA","94","0","94","NA","94","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","oition","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1029","1029","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","146252","NA","NA","147285","2851","NA","NA","147785","2853","146231","NA","146252","NA","NA","lEXDEC","1024"
"92.7083333333","92.7083333333","NA","581","581","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","95","NA","NA","95","0","0","NA","95","0","95","NA","95","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","gringo","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","562","562","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","148230","NA","NA","148797","2851","NA","NA","149297","2853","148203","NA","148230","NA","NA","lEXDEC","1024"
"92.7835051546","92.7835051546","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","96","NA","NA","96","0","0","NA","96","0","96","NA","96","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","alai","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","528","528","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","149738","NA","NA","150270","2851","NA","NA","150770","2853","149717","NA","149738","NA","NA","lEXDEC","1024"
"92.8571428571","92.8571428571","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","97","NA","NA","97","0","0","NA","97","0","97","NA","97","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","ters","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","452","452","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","151262","NA","NA","151719","2851","NA","NA","152219","2853","151200","NA","151262","NA","NA","lEXDEC","1024"
"92.9292929293","92.9292929293","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","98","NA","NA","98","0","0","NA","98","0","98","NA","98","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","amge","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","455","455","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","152654","NA","NA","153113","2851","NA","NA","153613","2853","152638","NA","152654","NA","NA","lEXDEC","1024"
"93","93","NA","577","577","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","99","NA","NA","99","0","0","NA","99","0","99","NA","99","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","jamcer","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","472","472","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","154067","NA","NA","154545","2851","NA","NA","155045","2853","154050","NA","154067","NA","NA","lEXDEC","1024"
"93.0693069307","93.0693069307","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","100","NA","NA","100","0","0","NA","100","0","100","NA","100","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","aire","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","810","810","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","155507","NA","NA","156321","2851","NA","NA","156821","2853","155489","NA","155507","NA","NA","lEXDEC","1024"
"93.137254902","93.137254902","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","101","NA","NA","101","0","0","NA","101","0","101","NA","101","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","qeuple","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","579","579","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","157199","NA","NA","157781","2851","NA","NA","158282","2853","157180","NA","157199","NA","NA","lEXDEC","1024"
"93.2038834951","93.2038834951","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","102","NA","NA","102","0","0","NA","102","0","102","NA","102","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","erreur","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","657","657","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","158698","NA","NA","159359","2851","NA","NA","159859","2853","158678","NA","158698","NA","NA","lEXDEC","1024"
"93.2692307692","93.2692307692","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","103","NA","NA","103","0","0","NA","103","0","103","NA","103","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","bébé","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","614","614","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","160283","NA","NA","160901","2851","NA","NA","161401","2853","160262","NA","160283","NA","NA","lEXDEC","1024"
"93.3333333333","93.3333333333","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","104","NA","NA","104","0","0","NA","104","0","104","NA","104","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","épéves","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","558","558","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","161828","NA","NA","162390","2851","NA","NA","162890","2853","161804","NA","161828","NA","NA","lEXDEC","1024"
"93.3962264151","93.3962264151","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","105","NA","NA","105","0","0","NA","105","0","105","NA","105","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","soleil","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","492","492","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","163302","NA","NA","163798","2851","NA","NA","164298","2853","163280","NA","163302","NA","NA","lEXDEC","1024"
"93.4579439252","93.4579439252","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","106","NA","NA","106","0","0","NA","106","0","106","NA","106","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","paix","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","492","492","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","164734","NA","NA","165230","2851","NA","NA","165730","2853","164711","NA","164734","NA","NA","lEXDEC","1024"
"93.5185185185","93.5185185185","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","107","NA","NA","107","0","0","NA","107","0","107","NA","107","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","seau","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","543","543","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","166172","NA","NA","166719","2851","NA","NA","167219","2853","166147","NA","166172","NA","NA","lEXDEC","1024"
"93.5779816514","93.5779816514","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","108","NA","NA","108","0","0","NA","108","0","108","NA","108","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","noples","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","564","564","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","167635","NA","NA","168203","2851","NA","NA","168703","2853","167615","NA","167635","NA","NA","lEXDEC","1024"
"93.6363636364","93.6363636364","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","109","NA","NA","109","0","0","NA","109","0","109","NA","109","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","dastre","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","681","681","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","169149","NA","NA","169834","2851","NA","NA","170334","2853","169130","NA","169149","NA","NA","lEXDEC","1024"
"93.6936936937","93.6936936937","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","110","NA","NA","110","0","0","NA","110","0","110","NA","110","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","fait","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","558","558","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","170804","NA","NA","171366","2851","NA","NA","171866","2853","170787","NA","170804","NA","NA","lEXDEC","1024"
"93.75","93.75","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","111","NA","NA","111","0","0","NA","111","0","111","NA","111","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","utions","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","601","601","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","172326","NA","NA","172931","2851","NA","NA","173431","2853","172307","NA","172326","NA","NA","lEXDEC","1024"
"93.8053097345","93.8053097345","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","112","NA","NA","112","0","0","NA","112","0","112","NA","112","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","gesthe","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","532","532","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","173893","NA","NA","174429","2851","NA","NA","174929","2853","173872","NA","173893","NA","NA","lEXDEC","1024"
"93.8596491228","93.8596491228","NA","579","579","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","113","NA","NA","113","0","0","NA","113","0","113","NA","113","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","obtais","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","671","671","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","175346","NA","NA","176021","2851","NA","NA","176521","2853","175326","NA","175346","NA","NA","lEXDEC","1024"
"93.9130434783","93.9130434783","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","114","NA","NA","114","0","0","NA","114","0","114","NA","114","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","propos","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","797","797","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","176972","NA","NA","177774","2851","NA","NA","178274","2853","176950","NA","176972","NA","NA","lEXDEC","1024"
"93.9655172414","93.9655172414","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","115","NA","NA","115","0","0","NA","115","0","115","NA","115","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","prison","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","384","384","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","178723","NA","NA","179110","2851","NA","NA","179611","2853","178702","NA","178723","NA","NA","lEXDEC","1024"
"94.0170940171","94.0170940171","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","116","NA","NA","116","0","0","NA","116","0","116","NA","116","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","chef","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","376","376","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","180066","NA","NA","180447","2851","NA","NA","180947","2853","180041","NA","180066","NA","NA","lEXDEC","1024"
"94.0677966102","94.0677966102","NA","578","578","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","117","NA","NA","117","0","0","NA","117","0","117","NA","117","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","choses","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","563","563","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","181368","NA","NA","181935","2851","NA","NA","182435","2853","181346","NA","181368","NA","NA","lEXDEC","1024"
"93.2773109244","93.2773109244","NA","576","576","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","118","NA","NA","118","0","0","NA","118","0","118","NA","118","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","mait","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","386","386","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","182861","NA","NA","183251","2851","NA","NA","183751","2853","182839","NA","182860","NA","NA","lEXDEC","1024"
"93.3333333333","93.3333333333","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","119","NA","NA","119","0","0","NA","119","0","119","NA","119","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","sang","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","1129","1129","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","184176","NA","NA","185310","2851","NA","NA","185810","2853","184157","NA","184176","NA","NA","lEXDEC","1024"
"92.5619834711","92.5619834711","NA","581","581","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","120","NA","NA","120","0","0","NA","120","0","120","NA","120","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","îles","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","593","593","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","186255","NA","NA","186851","2851","NA","NA","187351","2853","186226","NA","186255","NA","NA","lEXDEC","1024"
"92.6229508197","92.6229508197","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","121","NA","NA","121","0","0","NA","121","0","121","NA","121","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","mont","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","728","728","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","187801","NA","NA","188533","2851","NA","NA","189033","2853","187781","NA","187801","NA","NA","lEXDEC","1024"
"92.6829268293","92.6829268293","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","122","NA","NA","122","0","0","NA","122","0","122","NA","122","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","pétard","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","523","523","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","189637","NA","NA","190176","2851","NA","NA","190676","2853","189589","NA","189637","NA","NA","lEXDEC","1024"
"92.7419354839","92.7419354839","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","123","NA","NA","123","0","0","NA","123","0","123","NA","123","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","putain","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","467","467","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","191105","NA","NA","191576","2851","NA","NA","192076","2853","191089","NA","191105","NA","NA","lEXDEC","1024"
"92.8","92.8","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","124","NA","NA","124","0","0","NA","124","0","124","NA","124","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","taudis","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","615","615","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","192552","NA","NA","193171","2851","NA","NA","193671","2853","192535","NA","192552","NA","NA","lEXDEC","1024"
"92.8571428571","92.8571428571","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","125","NA","NA","125","0","0","NA","125","0","125","NA","125","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","canyon","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","566","566","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","194131","NA","NA","194701","2851","NA","NA","195201","2853","194112","NA","194131","NA","NA","lEXDEC","1024"
"92.9133858268","92.9133858268","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","126","NA","NA","126","0","0","NA","126","0","126","NA","126","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","tour","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","432","432","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","195646","NA","NA","196082","2851","NA","NA","196582","2853","195625","NA","195646","NA","NA","lEXDEC","1024"
"92.96875","92.96875","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","127","NA","NA","127","0","0","NA","127","0","127","NA","127","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","dourut","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","617","617","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","197007","NA","NA","197629","2851","NA","NA","198129","2853","196987","NA","197007","NA","NA","lEXDEC","1024"
"93.023255814","93.023255814","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","128","NA","NA","128","0","0","NA","128","0","128","NA","128","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","arabes","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","610","610","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","198545","NA","NA","199158","2851","NA","NA","199658","2853","198524","NA","198545","NA","NA","lEXDEC","1024"
"93.0769230769","93.0769230769","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","129","NA","NA","129","0","0","NA","129","0","129","NA","129","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","dodo","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","833","833","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","200108","NA","NA","200945","2851","NA","NA","201445","2853","200089","NA","200108","NA","NA","lEXDEC","1024"
"93.1297709924","93.1297709924","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","130","NA","NA","130","0","0","NA","130","0","130","NA","130","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","plan","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","489","489","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","201889","NA","NA","202383","2851","NA","NA","202883","2853","201868","NA","201889","NA","NA","lEXDEC","1024"
"93.1818181818","93.1818181818","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","131","NA","NA","131","0","0","NA","131","0","131","NA","131","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","efsé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","664","664","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","203295","NA","NA","203963","2851","NA","NA","204463","2853","203274","NA","203295","NA","NA","lEXDEC","1024"
"93.2330827068","93.2330827068","NA","583","583","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","132","NA","NA","132","0","0","NA","132","0","132","NA","132","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","tête","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","688","688","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","204899","NA","NA","205593","2851","NA","NA","206093","2853","204879","NA","204899","NA","NA","lEXDEC","1024"
"93.2835820896","93.2835820896","NA","582","582","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","133","NA","NA","133","0","0","NA","133","0","133","NA","133","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","mots","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","455","455","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","206543","NA","NA","207002","2851","NA","NA","207502","2853","206520","NA","206543","NA","NA","lEXDEC","1024"
"93.3333333333","93.3333333333","NA","580","580","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","134","NA","NA","134","0","0","NA","134","0","134","NA","134","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","bois","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","378","378","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","207936","NA","NA","208318","2851","NA","NA","208818","2853","207917","NA","207936","NA","NA","lEXDEC","1024"
