acc,accuracy,allowed_responses,average_response_time,avg_rt,background,bidi,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_attente,count_blank_screen,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stimuluspresentation,count_welcome,cycles,delay_attente,description,duration,flush,font_bold,font_family,font_italic,font_size,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_attente,time_blank_screen,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stimuluspresentation,time_welcome,timeout,title,width
"100","100","NA","606","606","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","0","NA","NA","0","0","0","NA","0","0","0","NA","0","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","cire","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","606","606","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","3237","NA","NA","3847","2851","NA","NA","4347","2853","3217","NA","3237","NA","NA","lEXDEC","1024"
"100","100","NA","584","584","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","1","NA","NA","1","0","0","NA","1","0","1","NA","1","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","sere","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","562","562","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","4806","NA","NA","5373","2851","NA","NA","5873","2853","4786","NA","4806","NA","NA","lEXDEC","1024"
"100","100","NA","581","581","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","2","NA","NA","2","0","0","NA","2","0","2","NA","2","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","idée","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","576","576","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","6319","NA","NA","6899","2851","NA","NA","7399","2853","6296","NA","6318","NA","NA","lEXDEC","1024"
"100","100","NA","577","577","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","3","NA","NA","3","0","0","NA","3","0","3","NA","3","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","labeur","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","565","565","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","7836","NA","NA","8405","2851","NA","NA","8905","2853","7817","NA","7836","NA","NA","lEXDEC","1024"
"100","100","NA","571","571","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","4","NA","NA","4","0","0","NA","4","0","4","NA","4","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","ates","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","546","546","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","9373","NA","NA","9923","2851","NA","NA","10423","2853","9353","NA","9373","NA","NA","lEXDEC","1024"
"100","100","NA","560","560","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","5","NA","NA","5","0","0","NA","5","0","5","NA","5","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","mari","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","506","506","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","10830","NA","NA","11340","2851","NA","NA","11840","2853","10809","NA","10830","NA","NA","lEXDEC","1024"
"100","100","NA","541","541","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","6","NA","NA","6","0","0","NA","6","0","6","NA","6","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","indien","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","430","430","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","12298","NA","NA","12733","2851","NA","NA","13233","2853","12276","NA","12298","NA","NA","lEXDEC","1024"
"100","100","NA","560","560","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","7","NA","NA","7","0","0","NA","7","0","7","NA","7","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pasame","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","693","693","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","13661","NA","NA","14361","2851","NA","NA","14861","2853","13642","NA","13661","NA","NA","lEXDEC","1024"
"100","100","NA","562","562","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","8","NA","NA","8","0","0","NA","8","0","8","NA","8","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","atie","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","576","576","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","15326","NA","NA","15906","2851","NA","NA","16406","2853","15305","NA","15326","NA","NA","lEXDEC","1024"
"100","100","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","9","NA","NA","9","0","0","NA","9","0","9","NA","9","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","masade","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","572","572","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","16881","NA","NA","17457","2851","NA","NA","17957","2853","16835","NA","16881","NA","NA","lEXDEC","1024"
"100","100","NA","557","557","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","10","NA","NA","10","0","0","NA","10","0","10","NA","10","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","lacs","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","499","499","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","18370","NA","NA","18875","2851","NA","NA","19375","2853","18350","NA","18370","NA","NA","lEXDEC","1024"
"100","100","NA","548","548","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","11","NA","NA","11","0","0","NA","11","0","11","NA","11","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","peuple","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","454","454","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","19816","NA","NA","20274","2851","NA","NA","20774","2853","19794","NA","19816","NA","NA","lEXDEC","1024"
"100","100","NA","549","549","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","12","NA","NA","12","0","0","NA","12","0","12","NA","12","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","blût","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","561","561","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","21222","NA","NA","21787","2851","NA","NA","22287","2853","21202","NA","21222","NA","NA","lEXDEC","1024"
"100","100","NA","548","548","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","13","NA","NA","13","0","0","NA","13","0","13","NA","13","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pous","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","535","535","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","22732","NA","NA","23271","2851","NA","NA","23771","2853","22710","NA","22732","NA","NA","lEXDEC","1024"
"100","100","NA","542","542","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","14","NA","NA","14","0","0","NA","14","0","14","NA","14","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","amis","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","459","459","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","24235","NA","NA","24698","2851","NA","NA","25198","2853","24214","NA","24235","NA","NA","lEXDEC","1024"
"100","100","NA","541","541","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","15","NA","NA","15","0","0","NA","15","0","15","NA","15","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","plit","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","530","530","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","25634","NA","NA","26168","2851","NA","NA","26668","2853","25610","NA","25634","NA","NA","lEXDEC","1024"
"100","100","NA","541","541","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","16","NA","NA","16","0","0","NA","16","0","16","NA","16","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","ôces","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","534","534","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","27084","NA","NA","27622","2851","NA","NA","28122","2853","27062","NA","27084","NA","NA","lEXDEC","1024"
"100","100","NA","543","543","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","17","NA","NA","17","0","0","NA","17","0","17","NA","17","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","aclute","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","579","579","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","28566","NA","NA","29149","2851","NA","NA","29649","2853","28542","NA","28566","NA","NA","lEXDEC","1024"
"94.7368421053","94.7368421053","NA","543","543","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","18","NA","NA","18","0","0","NA","18","0","18","NA","18","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","bunker","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","549","549","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","30072","NA","NA","30625","2851","NA","NA","31125","2853","30051","NA","30072","NA","NA","lEXDEC","1024"
"95","95","NA","556","556","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","19","NA","NA","19","0","0","NA","19","0","19","NA","19","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pres","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","791","791","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","31554","NA","NA","32349","2851","NA","NA","32849","2853","31535","NA","31554","NA","NA","lEXDEC","1024"
"95.2380952381","95.2380952381","NA","551","551","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","20","NA","NA","20","0","0","NA","20","0","20","NA","20","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","compte","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","458","458","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","33319","NA","NA","33780","2851","NA","NA","34280","2853","33297","NA","33319","NA","NA","lEXDEC","1024"
"95.4545454545","95.4545454545","NA","550","550","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","21","NA","NA","21","0","0","NA","21","0","21","NA","21","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","pots","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","538","538","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","34704","NA","NA","35247","2851","NA","NA","35747","2853","34682","NA","34704","NA","NA","lEXDEC","1024"
"95.652173913","95.652173913","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","22","NA","NA","22","0","0","NA","22","0","22","NA","22","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","papa","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","402","402","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","36179","NA","NA","36585","2851","NA","NA","37085","2853","36156","NA","36179","NA","NA","lEXDEC","1024"
"95.8333333333","95.8333333333","NA","541","541","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","23","NA","NA","23","0","0","NA","23","0","23","NA","23","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","stis","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","480","480","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","37565","NA","NA","38049","2851","NA","NA","38549","2853","37541","NA","37565","NA","NA","lEXDEC","1024"
"96","96","NA","546","546","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","24","NA","NA","24","0","0","NA","24","0","24","NA","24","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","pnop","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","661","661","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","39011","NA","NA","39675","2851","NA","NA","40175","2853","38990","NA","39010","NA","NA","lEXDEC","1024"
"96.1538461538","96.1538461538","NA","545","545","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","25","NA","NA","25","0","0","NA","25","0","25","NA","25","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","qien","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","512","512","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","40645","NA","NA","41163","2851","NA","NA","41663","2853","40623","NA","40644","NA","NA","lEXDEC","1024"
"96.2962962963","96.2962962963","NA","546","546","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","26","NA","NA","26","0","0","NA","26","0","26","NA","26","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","essé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","568","568","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","42099","NA","NA","42670","2851","NA","NA","43170","2853","42078","NA","42099","NA","NA","lEXDEC","1024"
"96.4285714286","96.4285714286","NA","547","547","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","27","NA","NA","27","0","0","NA","27","0","27","NA","27","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","resace","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","589","589","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","43630","NA","NA","44223","2851","NA","NA","44723","2853","43606","NA","43630","NA","NA","lEXDEC","1024"
"96.5517241379","96.5517241379","NA","554","554","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","28","NA","NA","28","0","0","NA","28","0","28","NA","28","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","habé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","737","737","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","45173","NA","NA","45914","2851","NA","NA","46414","2853","45153","NA","45173","NA","NA","lEXDEC","1024"
"96.6666666667","96.6666666667","NA","552","552","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","29","NA","NA","29","0","0","NA","29","0","29","NA","29","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","hommes","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","521","521","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","46886","NA","NA","47411","2851","NA","NA","47911","2853","46866","NA","46886","NA","NA","lEXDEC","1024"
"96.7741935484","96.7741935484","NA","552","552","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","30","NA","NA","30","0","0","NA","30","0","30","NA","30","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","cesé","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","531","531","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","48339","NA","NA","48874","2851","NA","NA","49375","2853","48319","NA","48339","NA","NA","lEXDEC","1024"
"96.875","96.875","NA","552","552","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","31","NA","NA","31","0","0","NA","31","0","31","NA","31","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","teur","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","575","575","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","49772","NA","NA","50351","2851","NA","NA","50851","2853","49754","NA","49772","NA","NA","lEXDEC","1024"
"96.9696969697","96.9696969697","NA","551","551","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","32","NA","NA","32","0","0","NA","32","0","32","NA","32","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","bagues","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","490","490","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","51263","NA","NA","51758","2851","NA","NA","52258","2853","51245","NA","51263","NA","NA","lEXDEC","1024"
"97.0588235294","97.0588235294","NA","548","548","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","33","NA","NA","33","0","0","NA","33","0","33","NA","33","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","ruif","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","474","474","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","52709","NA","NA","53187","2851","NA","NA","53687","2853","52691","NA","52709","NA","NA","lEXDEC","1024"
"97.1428571429","97.1428571429","NA","549","549","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","34","NA","NA","34","0","0","NA","34","0","34","NA","34","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","glax","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","582","582","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","54106","NA","NA","54692","2851","NA","NA","55192","2853","54087","NA","54106","NA","NA","lEXDEC","1024"
"97.2222222222","97.2222222222","NA","548","548","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","35","NA","NA","35","0","0","NA","35","0","35","NA","35","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","agenda","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","496","496","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","55628","NA","NA","56128","2851","NA","NA","56628","2853","55607","NA","55628","NA","NA","lEXDEC","1024"
"97.2972972973","97.2972972973","NA","546","546","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","36","NA","NA","36","0","0","NA","36","0","36","NA","36","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","pinces","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","498","498","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","57044","NA","NA","57546","2851","NA","NA","58046","2853","57024","NA","57044","NA","NA","lEXDEC","1024"
"97.3684210526","97.3684210526","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","37","NA","NA","37","0","0","NA","37","0","37","NA","37","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","chluée","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","471","471","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","58468","NA","NA","58943","2851","NA","NA","59443","2853","58446","NA","58468","NA","NA","lEXDEC","1024"
"97.4358974359","97.4358974359","NA","545","545","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","38","NA","NA","38","0","0","NA","38","0","38","NA","38","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","faille","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","584","584","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","59874","NA","NA","60462","2851","NA","NA","60962","2853","59851","NA","59874","NA","NA","lEXDEC","1024"
"97.5","97.5","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","39","NA","NA","39","0","0","NA","39","0","39","NA","39","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","fleuge","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","491","491","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","61404","NA","NA","61899","2851","NA","NA","62399","2853","61383","NA","61404","NA","NA","lEXDEC","1024"
"97.5609756098","97.5609756098","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","40","NA","NA","40","0","0","NA","40","0","40","NA","40","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","haid","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","527","527","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","62846","NA","NA","63377","2851","NA","NA","63877","2853","62823","NA","62846","NA","NA","lEXDEC","1024"
"97.619047619","97.619047619","NA","542","542","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","41","NA","NA","41","0","0","NA","41","0","41","NA","41","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","poivre","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","485","485","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","64318","NA","NA","64807","2851","NA","NA","65307","2853","64297","NA","64318","NA","NA","lEXDEC","1024"
"97.6744186047","97.6744186047","NA","544","544","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","42","NA","NA","42","0","0","NA","42","0","42","NA","42","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","sida","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","624","624","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","65851","NA","NA","66479","2851","NA","NA","66979","2853","65828","NA","65851","NA","NA","lEXDEC","1024"
"95.4545454545","95.4545454545","NA","550","550","black","no","NA","xpyriment","NA","0","relative","0","0","NA","NA","43","NA","NA","43","0","0","NA","43","0","43","NA","43","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","lf","768","fers","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","807","807","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","67419","NA","NA","68230","2851","NA","NA","68730","2853","67402","NA","67419","NA","NA","lEXDEC","1024"
"95.5555555556","95.5555555556","NA","551","551","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","44","NA","NA","44","0","0","NA","44","0","44","NA","44","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","trôces","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","607","607","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","69135","NA","NA","69746","2851","NA","NA","70246","2853","69116","NA","69135","NA","NA","lEXDEC","1024"
"95.652173913","95.652173913","NA","550","550","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","45","NA","NA","45","0","0","NA","45","0","45","NA","45","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","psus","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","497","497","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","70687","NA","NA","71187","2851","NA","NA","71688","2853","70667","NA","70687","NA","NA","lEXDEC","1024"
"95.7446808511","95.7446808511","NA","549","549","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","46","NA","NA","46","0","0","NA","46","0","46","NA","46","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","zair","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","480","480","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","72125","NA","NA","72609","2851","NA","NA","73109","2853","72104","NA","72125","NA","NA","lEXDEC","1024"
"95.8333333333","95.8333333333","NA","548","548","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","47","NA","NA","47","0","0","NA","47","0","47","NA","47","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","réas","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","509","509","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","73587","NA","NA","74101","2851","NA","NA","74601","2853","73544","NA","73587","NA","NA","lEXDEC","1024"
"95.9183673469","95.9183673469","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","48","NA","NA","48","0","0","NA","48","0","48","NA","48","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","sotait","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1311","1311","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","75017","NA","NA","76332","2851","NA","NA","76832","2853","75000","NA","75017","NA","NA","lEXDEC","1024"
"96","96","NA","565","565","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","49","NA","NA","49","0","0","NA","49","0","49","NA","49","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","veuple","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","634","634","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","77256","NA","NA","77894","2851","NA","NA","78394","2853","77241","NA","77256","NA","NA","lEXDEC","1024"
"96.0784313725","96.0784313725","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","50","NA","NA","50","0","0","NA","50","0","50","NA","50","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","hf","768","fric","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","496","496","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","78843","NA","NA","79343","2851","NA","NA","79843","2853","78823","NA","78843","NA","NA","lEXDEC","1024"
"96.1538461538","96.1538461538","NA","563","563","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","51","NA","NA","51","0","0","NA","51","0","51","NA","51","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","amulit","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","540","540","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","80280","NA","NA","80824","2851","NA","NA","81324","2853","80259","NA","80280","NA","NA","lEXDEC","1024"
"96.2264150943","96.2264150943","NA","562","562","black","no","NA","xpyriment","NA","0","relative","1","1","NA","NA","52","NA","NA","52","0","0","NA","52","0","52","NA","52","NA","NA","NA","Logs experimental data","NA","NA","no","mono","no","18","white","pw","768","alvant","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","493","493","NA","NA","NA","NA","legacy","experiment","None","15","odd","legacy","81772","NA","NA","82269","2851","NA","NA","82769","2853","81745","NA","81771","NA","NA","lEXDEC","1024"
