acc,accuracy,allowed_responses,average_response_time,avg_rt,background,break_if,canvas_backend,column_order,compensation,coordinates,correct,correct__keyboard_response,correct_keyboard_response,correct_response,count__keyboard_response,count__sketchpad,count_attente,count_blank_screen,count_experiment,count_getting_started,count_keyboard_response,count_logger,count_loop,count_sequence,count_sketchpad,count_stimuluspresentation,count_welcome,cycles,delay_attente,description,duration,flush,foreground,freq,height,item,jitter,jitter_mode,keyboard_backend,length,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,resp,response,response__keyboard_response,response__sketchpad,response_keyboard_response,response_time,response_time__keyboard_response,response_time__sketchpad,response_time_keyboard_response,response_time_welcome,response_welcome,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,time__keyboard_response,time__sketchpad,time_attente,time_blank_screen,time_experiment,time_getting_started,time_keyboard_response,time_logger,time_loop,time_sequence,time_sketchpad,time_stimuluspresentation,time_welcome,timeout,title,width
"90.9090909091","90.9090909091","NA","666","666","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","10","NA","NA","10","0","0","NA","10","0","10","NA","10","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","aclube","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","632","632","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","18717","NA","NA","19354","2699","NA","NA","19854","2699","18688","NA","18717","NA","NA","New experiment","1024"
"91.6666666667","91.6666666667","NA","677","677","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","11","NA","NA","11","0","0","NA","11","0","11","NA","11","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","rioche","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","802","802","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","20237","NA","NA","21044","2699","NA","NA","21544","2699","20208","NA","20236","NA","NA","New experiment","1024"
"92.3076923077","92.3076923077","NA","661","661","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","12","NA","NA","12","0","0","NA","12","0","12","NA","12","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","ters","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","465","465","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","21937","NA","NA","22407","2699","NA","NA","22907","2699","21909","NA","21937","NA","NA","New experiment","1024"
"92.8571428571","92.8571428571","NA","652","652","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","13","NA","NA","13","0","0","NA","13","0","13","NA","13","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","sten","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","545","545","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","23260","NA","NA","23810","2699","NA","NA","24310","2699","23230","NA","23260","NA","NA","New experiment","1024"
"93.3333333333","93.3333333333","NA","644","644","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","14","NA","NA","14","0","0","NA","14","0","14","NA","14","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","hant","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","525","525","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","24679","NA","NA","25209","2699","NA","NA","25709","2699","24642","NA","24679","NA","NA","New experiment","1024"
"93.75","93.75","NA","634","634","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","15","NA","NA","15","0","0","NA","15","0","15","NA","15","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","film","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","494","494","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","26077","NA","NA","26576","2699","NA","NA","27076","2699","26049","NA","26077","NA","NA","New experiment","1024"
"94.1176470588","94.1176470588","NA","631","631","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","16","NA","NA","16","0","0","NA","16","0","16","NA","16","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","rere","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","583","583","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","27465","NA","NA","28053","2699","NA","NA","28553","2699","27435","NA","27465","NA","NA","New experiment","1024"
"94.4444444444","94.4444444444","NA","621","621","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","17","NA","NA","17","0","0","NA","17","0","17","NA","17","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","qole","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","453","453","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","28948","NA","NA","29405","2699","NA","NA","29905","2699","28919","NA","28948","NA","NA","New experiment","1024"
"94.7368421053","94.7368421053","NA","633","633","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","18","NA","NA","18","0","0","NA","18","0","18","NA","18","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","stêt","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","843","843","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","30298","NA","NA","31146","2699","NA","NA","31646","2699","30271","NA","30297","NA","NA","New experiment","1024"
"95","95","NA","632","632","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","19","NA","NA","19","0","0","NA","19","0","19","NA","19","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","brosse","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","614","614","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","32008","NA","NA","32626","2699","NA","NA","33126","2699","31980","NA","32007","NA","NA","New experiment","1024"
"90.4761904762","90.4761904762","NA","648","648","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","20","NA","NA","20","0","0","NA","20","0","20","NA","20","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","brai","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","963","963","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","33467","NA","NA","34435","2699","NA","NA","34935","2699","33444","NA","33467","NA","NA","New experiment","1024"
"90.9090909091","90.9090909091","NA","647","647","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","21","NA","NA","21","0","0","NA","21","0","21","NA","21","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","retour","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","630","630","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","35305","NA","NA","35940","2699","NA","NA","36440","2699","35277","NA","35305","NA","NA","New experiment","1024"
"91.3043478261","91.3043478261","NA","653","653","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","22","NA","NA","22","0","0","NA","22","0","22","NA","22","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","alvale","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","784","784","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","36801","NA","NA","37590","2699","NA","NA","38090","2699","36773","NA","36801","NA","NA","New experiment","1024"
"91.6666666667","91.6666666667","NA","658","658","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","23","NA","NA","23","0","0","NA","23","0","23","NA","23","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","sire","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","783","783","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","38458","NA","NA","39246","2699","NA","NA","39746","2699","38434","NA","38458","NA","NA","New experiment","1024"
"88","88","NA","659","659","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","24","NA","NA","24","0","0","NA","24","0","24","NA","24","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","éblite","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","o","o","NA","NA","670","670","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","40148","NA","NA","40822","2699","NA","NA","41323","2699","40115","NA","40148","NA","NA","New experiment","1024"
"88.4615384615","88.4615384615","NA","659","659","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","25","NA","NA","25","0","0","NA","25","0","25","NA","25","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","madame","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","670","670","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","41727","NA","NA","42402","2699","NA","NA","42902","2699","41701","NA","41726","NA","NA","New experiment","1024"
"88.8888888889","88.8888888889","NA","660","660","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","26","NA","NA","26","0","0","NA","26","0","26","NA","26","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","jetons","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","676","676","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","43249","NA","NA","43930","2699","NA","NA","44430","2699","43220","NA","43249","NA","NA","New experiment","1024"
"89.2857142857","89.2857142857","NA","659","659","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","27","NA","NA","27","0","0","NA","27","0","27","NA","27","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","cate","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","633","633","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","44803","NA","NA","45441","2699","NA","NA","45941","2699","44776","NA","44803","NA","NA","New experiment","1024"
"89.6551724138","89.6551724138","NA","657","657","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","28","NA","NA","28","0","0","NA","28","0","28","NA","28","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","revers","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","603","603","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","46305","NA","NA","46913","2699","NA","NA","47413","2699","46275","NA","46305","NA","NA","New experiment","1024"
"90","90","NA","657","657","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","29","NA","NA","29","0","0","NA","29","0","29","NA","29","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","samait","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","662","662","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","47786","NA","NA","48452","2699","NA","NA","48952","2699","47749","NA","47786","NA","NA","New experiment","1024"
"90.3225806452","90.3225806452","NA","671","671","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","30","NA","NA","30","0","0","NA","30","0","30","NA","30","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","fiques","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","1106","1106","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","49334","NA","NA","50445","2699","NA","NA","50945","2699","49304","NA","49334","NA","NA","New experiment","1024"
"90.625","90.625","NA","669","669","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","31","NA","NA","31","0","0","NA","31","0","31","NA","31","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","simple","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","584","584","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","51322","NA","NA","51911","2699","NA","NA","52411","2699","51294","NA","51322","NA","NA","New experiment","1024"
"90.9090909091","90.9090909091","NA","664","664","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","32","NA","NA","32","0","0","NA","32","0","32","NA","32","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","hans","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","522","522","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","52795","NA","NA","53321","2699","NA","NA","53821","2699","52769","NA","52795","NA","NA","New experiment","1024"
"91.1764705882","91.1764705882","NA","660","660","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","33","NA","NA","33","0","0","NA","33","0","33","NA","33","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","erreur","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","505","505","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","54204","NA","NA","54713","2699","NA","NA","55213","2699","54177","NA","54204","NA","NA","New experiment","1024"
"91.4285714286","91.4285714286","NA","659","659","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","34","NA","NA","34","0","0","NA","34","0","34","NA","34","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","état","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","631","631","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","55599","NA","NA","56235","2699","NA","NA","56735","2699","55570","NA","55599","NA","NA","New experiment","1024"
"91.6666666667","91.6666666667","NA","653","653","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","35","NA","NA","35","0","0","NA","35","0","35","NA","35","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","avenue","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","467","467","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","57124","NA","NA","57597","2699","NA","NA","58097","2699","57096","NA","57124","NA","NA","New experiment","1024"
"91.8918918919","91.8918918919","NA","648","648","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","36","NA","NA","36","0","0","NA","36","0","36","NA","36","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","stis","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","446","446","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","58482","NA","NA","58933","2699","NA","NA","59433","2699","58456","NA","58482","NA","NA","New experiment","1024"
"89.4736842105","89.4736842105","NA","642","642","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","37","NA","NA","37","0","0","NA","37","0","37","NA","37","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","lutz","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","443","443","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","59819","NA","NA","60267","2699","NA","NA","60767","2699","59790","NA","59819","NA","NA","New experiment","1024"
"87.1794871795","87.1794871795","NA","641","641","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","38","NA","NA","38","0","0","NA","38","0","38","NA","38","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","amen","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","575","575","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","61152","NA","NA","61731","2699","NA","NA","62231","2699","61126","NA","61151","NA","NA","New experiment","1024"
"87.5","87.5","NA","640","640","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","39","NA","NA","39","0","0","NA","39","0","39","NA","39","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","êces","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","635","635","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","62610","NA","NA","63250","2699","NA","NA","63750","2699","62582","NA","62610","NA","NA","New experiment","1024"
"87.8048780488","87.8048780488","NA","636","636","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","40","NA","NA","40","0","0","NA","40","0","40","NA","40","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","chemin","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","460","460","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","64141","NA","NA","64605","2699","NA","NA","65105","2699","64114","NA","64141","NA","NA","New experiment","1024"
"88.0952380952","88.0952380952","NA","632","632","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","41","NA","NA","41","0","0","NA","41","0","41","NA","41","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","visage","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","481","481","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","65482","NA","NA","65967","2699","NA","NA","66467","2699","65456","NA","65482","NA","NA","New experiment","1024"
"88.3720930233","88.3720930233","NA","631","631","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","42","NA","NA","42","0","0","NA","42","0","42","NA","42","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","vere","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","555","555","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","66851","NA","NA","67411","2699","NA","NA","67911","2699","66824","NA","66851","NA","NA","New experiment","1024"
"88.6363636364","88.6363636364","NA","632","632","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","43","NA","NA","43","0","0","NA","43","0","43","NA","43","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","gesthe","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","681","681","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","68291","NA","NA","68976","2699","NA","NA","69476","2699","68261","NA","68291","NA","NA","New experiment","1024"
"88.8888888889","88.8888888889","NA","631","631","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","44","NA","NA","44","0","0","NA","44","0","44","NA","44","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","aplété","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","596","596","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","69860","NA","NA","70460","2699","NA","NA","70960","2699","69832","NA","69860","NA","NA","New experiment","1024"
"89.1304347826","89.1304347826","NA","628","628","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","45","NA","NA","45","0","0","NA","45","0","45","NA","45","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","mots","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","512","512","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","71354","NA","NA","71871","2699","NA","NA","72371","2699","71328","NA","71353","NA","NA","New experiment","1024"
"89.3617021277","89.3617021277","NA","626","626","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","46","NA","NA","46","0","0","NA","46","0","46","NA","46","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","apline","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","514","514","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","72746","NA","NA","73265","2699","NA","NA","73765","2699","72717","NA","72746","NA","NA","New experiment","1024"
"89.5833333333","89.5833333333","NA","632","632","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","47","NA","NA","47","0","0","NA","47","0","47","NA","47","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","albîré","NA","NA","legacy","6","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","924","924","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","74198","NA","NA","75127","2699","NA","NA","75627","2699","74131","NA","74198","NA","NA","New experiment","1024"
"87.7551020408","87.7551020408","NA","639","639","black","NA","xpyriment","NA","0","relative","0","0","NA","NA","48","NA","NA","48","0","0","NA","48","0","48","NA","48","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","ring","NA","NA","legacy","l4","xpyriment","NA","NA","NA","0","NA","o","e","e","NA","NA","980","980","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","76018","NA","NA","77003","2699","NA","NA","77503","2699","75996","NA","76017","NA","NA","New experiment","1024"
"88","88","NA","638","638","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","49","NA","NA","49","0","0","NA","49","0","49","NA","49","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","thorax","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","567","567","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","77892","NA","NA","78464","2699","NA","NA","78964","2699","77872","NA","77892","NA","NA","New experiment","1024"
"88.2352941176","88.2352941176","NA","643","643","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","50","NA","NA","50","0","0","NA","50","0","50","NA","50","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","gibier","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","932","932","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","79316","NA","NA","80253","2699","NA","NA","80753","2699","79295","NA","79316","NA","NA","New experiment","1024"
"88.4615384615","88.4615384615","NA","643","643","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","51","NA","NA","51","0","0","NA","51","0","51","NA","51","NA","NA","NA","Logs experimental data","NA","NA","white","pw","768","esré","NA","NA","legacy","4","xpyriment","NA","NA","NA","0","NA","e","e","e","NA","NA","620","620","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","81111","NA","NA","81735","2699","NA","NA","82235","2699","81083","NA","81110","NA","NA","New experiment","1024"
"88.679245283","88.679245283","NA","640","640","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","52","NA","NA","52","0","0","NA","52","0","52","NA","52","NA","NA","NA","Logs experimental data","NA","NA","white","hf","768","soleil","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","482","482","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","82601","NA","NA","83087","2699","NA","NA","83587","2699","82575","NA","82601","NA","NA","New experiment","1024"
"88.8888888889","88.8888888889","NA","642","642","black","NA","xpyriment","NA","0","relative","1","1","NA","NA","53","NA","NA","53","0","0","NA","53","0","53","NA","53","NA","NA","NA","Logs experimental data","NA","NA","white","lf","768","spider","NA","NA","legacy","l6","xpyriment","NA","NA","NA","0","NA","o","o","o","NA","NA","779","779","NA","NA","NA","NA","legacy","experiment","None","10","even","legacy","83959","NA","NA","84742","2699","NA","NA","85242","2699","83932","NA","83959","NA","NA","New experiment","1024"
